"plays","downloads","loads","finishes","likes","comments","uri","name","duration","created_time","sizes","mean_percent","mean_seconds","sum_seconds","total_seconds"
0,0,15,0,0,0,/videos/15105609,"Screencast 071 - OpenOffice.org - Writer - Ein Dokument drucken",238,2010-09-19T21:10:29+00:00,Array,0,0,0,0
0,2,20,0,0,0,/videos/132815108,"Firefox OS - Apps verschieben",100,2015-07-07T12:11:43+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/98225594,"R - einfache Rechenfunktionen durchführen",163,2014-06-14T19:25:29+00:00,Array,0,0,0,0
0,0,14,0,0,0,/videos/37613243,"Seiten aus einem PDF-Dokument herausschneiden - pdftk und pdfseparate",300,2012-02-28T19:00:06+00:00,Array,0,0,0,0
0,0,21,0,0,0,/videos/133454874,"Firefox OS auf Aktualisierungen prüfen",72,2015-07-14T14:31:16+00:00,Array,0,0,0,0
0,2,39,0,0,0,/videos/132812404,"Maxdome, Watchever und Amazon Instant Video mit Pipelight unter Linux",515,2015-07-07T11:33:37+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/81575432,"Python-Programmierung - Zeichenkettenmethoden",235,2013-12-11T06:10:19+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/81575400,"Gnome 3.6 - neues leeres Dokument erstellen",230,2013-12-11T06:09:40+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/37833067,"Gnome3 - Shell Extension CPU Frequency",221,2012-03-02T23:18:28+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/98507713,"openSUSE 13.1 RC2 - Demo",544,2014-06-18T04:30:34+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/119676739,"Gnome3 - Text Translator",196,2015-02-15T12:19:41+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/119676741,"Linux - die Hardwareparameter im /proc-Verzeichnis",217,2015-02-15T12:19:43+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/46143344,"CouchDB - Dokumente erstellen und löschen",327,2012-07-21T14:14:32+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/89300100,"Gnome 3.10 - Music - Demo",42,2014-03-17T12:55:20+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/119676745,"Linux - aktive Veränderungsmöglichkeiten unter /proc/sys",222,2015-02-15T12:19:44+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/119676746,"Python-Programmierung - subprocess",279,2015-02-15T12:19:45+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/122235591,"Debian - dpkg - Auflisten der Dateien installierter Pakete (Paketverwaltung .deb)",62,2015-03-15T14:02:46+00:00,Array,0,0,0,0
0,0,5,0,0,0,/videos/119676744,"Linux - weitere wichtige Unterverzeichnisse in /proc",103,2015-02-15T12:19:44+00:00,Array,0,0,0,0
0,0,142,0,0,0,/videos/38873977,"Gnome3 - Looking Glass",302,2012-03-20T20:09:43+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/46365709,"LibreOffice - Writer - Änderungen an einem Dokument verfolgen",226,2012-07-25T15:00:12+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/119694109,"Centrych OS 12.04.2 - Demo",421,2015-02-15T18:30:07+00:00,Array,0,0,0,0
0,0,14,0,0,0,/videos/119694106,"LibreOffice - Calc - Auswählen von Elementen - nicht zusammenhängende Bereiche",375,2015-02-15T18:30:07+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/39110926,"LibreOffice - Writer - Wortergänzung nutzen",166,2012-03-24T18:55:10+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/40365967,"PDF-Seiten in Bilder umwandeln",238,2012-04-14T18:00:09+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/120825605,"Firefox - schnelle Youtube-Suche ohne Extra-Add-on",183,2015-02-27T19:02:22+00:00,Array,0,0,0,0
0,0,36,0,0,0,/videos/119926939,"Fedora 20 Beta LXDE - Demo",329,2015-02-18T06:05:31+00:00,Array,0,0,0,0
0,1,20,0,0,0,/videos/132922044,"Git in 15 Minuten lernen",101,2015-07-08T11:40:14+00:00,Array,0,0,0,0
0,0,14,0,0,0,/videos/15225367,"Screencast 074 - OpenOffice.org - Writer - Gallery - Objekte in ein Dokument einfügen",192,2010-09-23T15:40:00+00:00,Array,0,0,0,0
0,1,28,0,0,0,/videos/132923580,"Crontab-Generator hilft beim Erstellen von Cronjobs",170,2015-07-08T12:00:22+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/119676743,"Linux - Kernel- und Softwareinformationen im /proc-Verzeichnis",153,2015-02-15T12:19:44+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/121216513,"Linux - Benutzer benachrichtigen - die Datei /etc/issue",358,2015-03-04T05:24:12+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/15229021,"Screencast 075 - Medienwiedergabe in der Konsole - cmus",240,2010-09-23T17:45:08+00:00,Array,0,0,0,0
0,1,18,0,0,0,/videos/132327495,"LibreOffice - Wie man ein Makro ausführt",375,2015-07-01T13:28:13+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/80423256,"blockdiag - actdiag",135,2013-11-26T23:54:50+00:00,Array,0,0,0,0
0,1,18,0,0,0,/videos/132327498,"Linux - Bropages liefern Beispiele zu Terminalbefehlen",249,2015-07-01T13:28:14+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/39939673,"popcorn.js - Hallo Welt",235,2012-04-07T18:40:23+00:00,Array,0,0,0,0
0,0,14,0,0,0,/videos/121216516,"sed - Mehr Kommandos",278,2015-03-04T05:24:13+00:00,Array,0,0,0,0
0,0,14,0,0,0,/videos/121216510,"Debian - Das grundlegende Prinzip der Debian Paketverwaltung (.deb)",414,2015-03-04T05:24:10+00:00,Array,0,0,0,0
0,1,27,0,0,0,/videos/132331295,"reveal.js - Theme wechseln",162,2015-07-01T14:04:20+00:00,Array,0,0,0,162
0,0,21,0,0,0,/videos/121216518,"SolydX 201311 - Demo",361,2015-03-04T05:24:14+00:00,Array,0,0,0,0
0,0,17,0,0,0,/videos/39976388,"Python-Programmierung - Klassen in Python - Vererbung",316,2012-04-08T19:11:56+00:00,Array,0,0,0,0
0,1,31,0,0,0,/videos/132327497,"Ubuntu Touch - Unter der Haube",462,2015-07-01T13:28:14+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/38285805,"Gnome3 - run-dialog",382,2012-03-10T20:59:37+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/122235594,"Debian - dpkg - Pakete deinstallieren (Paketverwaltung .deb)",144,2015-03-15T14:02:47+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/122235595,"Debian - dpkg - Aus welchem Paket stammt eine bestimmte Datei ? (Paketverwaltung .deb)",76,2015-03-15T14:02:48+00:00,Array,0,0,0,0
0,1,27,0,0,0,/videos/133491433,"Bella OS 2.2 - Demo",266,2015-07-14T20:33:35+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/47107299,"Python-Programmierung - Iteratoren (Teil 3)",428,2012-08-07T17:18:45+00:00,Array,0,0,0,0
0,2,26,0,0,0,/videos/132812407,"Firefox OS 1.5 und Firefox OS 1.3 im Vergleich (per Simulator) - Demo",538,2015-07-07T11:33:38+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/122235598,"Linux - explainshell",104,2015-03-15T14:02:49+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/122235597,"LibreOffice - Calc - Spalten und Zeilen löschen",173,2015-03-15T14:02:49+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/122501929,"Debian - dpkg - Abfrage des Installationsstatus (Paketverwaltung .deb)",142,2015-03-18T04:03:34+00:00,Array,0,0,0,0
0,1,24,0,0,0,/videos/133485594,"HTML und CSS - Was sind HTML und CSS ?",160,2015-07-14T19:32:15+00:00,Array,0,0,0,0
0,1,28,0,0,0,/videos/132919989,"Suchmaschine DuckDuckGo mit Bildersuche",161,2015-07-08T11:10:40+00:00,Array,0,0,0,0
0,0,18,0,0,0,/videos/15275802,"Screencast 077 - Medienwiedergabe in der Konsole - juice",207,2010-09-25T12:03:05+00:00,Array,0,0,0,0
0,0,18,0,0,0,/videos/15099121,"Screencast 069 - Pidgin - Nachrichtenverschlüsselung mit OTR",248,2010-09-19T16:04:14+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/81105612,"Taskwarrior - Datum und Uhrzeit - Verfallsdatum festlegen",100,2013-12-05T15:03:15+00:00,Array,0,0,0,0
0,0,18,0,0,0,/videos/122501934,"LibreOffice - Calc - Spalten und Zeilen einfügen",184,2015-03-18T04:03:38+00:00,Array,0,0,0,0
0,0,21,0,0,0,/videos/122501932,"Easy Game Scripting mit Lua (EGSL) - Installation",409,2015-03-18T04:03:37+00:00,Array,0,0,0,0
0,1,28,0,0,0,/videos/132923581,"Firefox OS 2.0 und Firefox OS 1.5 im Vergleich (per Simulator) - Demo",595,2015-07-08T12:00:22+00:00,Array,0,0,0,0
0,0,22,0,0,0,/videos/123624355,"Linux - tr (translate - Zeichen eines Eingabedatenstroms ändern)",237,2015-03-30T14:00:49+00:00,Array,0,0,0,0
0,0,24,0,0,0,/videos/123624357,"Linux - wc (word count - Zeichen, Wörter und Zeilen einer Datei zählen)",152,2015-03-30T14:00:49+00:00,Array,0,0,0,0
0,0,14,0,0,0,/videos/122235596,"Firefox dekorieren - Hintergrund-Themes hinzufügen",110,2015-03-15T14:02:48+00:00,Array,0,0,0,0
0,1,20,0,0,0,/videos/132323799,"Firefox OS - Apps installieren",216,2015-07-01T12:45:40+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/31155771,"pwgen - ein Passwort generieren",213,2011-10-26T17:45:48+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/41880260,"popcorn.js - Attribution",187,2012-05-09T22:16:59+00:00,Array,0,0,0,0
0,1,21,0,0,0,/videos/134985751,"LibreOffice - Calc - Ausblenden und Anzeigen von Daten",160,2015-07-30T20:12:34+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/41946949,"Linux - diff - Dateien vergleichen",224,2012-05-10T21:50:38+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/15278361,"Screencast 079 - OpenOffice.org - Writer - Gallery - Ein neues Thema anlegen",236,2010-09-25T15:05:42+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/15063932,"Screencast 066 - Kwin - Videoaufnahme",305,2010-09-17T20:10:19+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/128161638,"LibreOffice - Calc - ein neues Tabellenblatt einfügen",142,2015-05-18T16:28:10+00:00,Array,0,0,0,0
0,0,17,0,0,0,/videos/131876206,"Firefox - Diaspora Easyshare",151,2015-06-26T13:01:54+00:00,Array,0,0,0,0
0,0,23,0,0,0,/videos/131876207,"Firefox OS - die Version anzeigen",58,2015-06-26T13:01:54+00:00,Array,0,0,0,0
0,1,58,0,0,0,/videos/132819269,"Trianglify erzeugt Wallpaper im Nexus-Stil",148,2015-07-07T13:02:45+00:00,Array,0,0,0,0
0,0,28,0,0,0,/videos/131876204,"AV Linux 6.0.2 - Demo",468,2015-06-26T13:01:53+00:00,Array,0,0,0,0
0,0,18,0,0,0,/videos/131876211,"Linux - join (Dateien mit identischen Feldern verschmelzen)",133,2015-06-26T13:01:56+00:00,Array,0,0,0,0
0,1,19,0,0,0,/videos/132215256,"Ubuntu Touch - Kontakte-App",143,2015-06-30T14:11:06+00:00,Array,0,0,0,0
0,1,26,0,0,0,/videos/132322124,"GNOME 3.12 - Demo",726,2015-07-01T12:24:13+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/87981703,"Firefox OS - einen Alarm erstellen",146,2014-03-02T11:14:13+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/16179497,"Screencast short 013 - OpenOffice Writer - Text drehen",55,2010-10-25T18:12:55+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/16179253,"Screencast short 012 - OpenOffice Writer - Textbreite skalieren",42,2010-10-25T18:05:22+00:00,Array,0,0,0,0
0,0,17,0,0,0,/videos/27952539,"Gnome3 - running-indicator",280,2011-08-20T20:57:06+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/86819911,"Gnome3 - Wetter-App",99,2014-02-16T12:22:24+00:00,Array,0,0,0,0
0,0,4,0,0,0,/videos/86819910,"Gnome3 - Uhren-App",87,2014-02-16T12:22:20+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/16172348,"Screencast short 011 - OpenOffice Writer - Text zentrieren",42,2010-10-25T14:44:18+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/16172031,"Screencast short 010 - OpenOffice Writer - Text rechtsbündig",35,2010-10-25T14:35:06+00:00,Array,0,0,0,0
0,1,11,0,0,0,/videos/27663657,"Python-Programmierung - Dictionaries (Teil 2)",218,2011-08-13T17:57:19+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/16149409,"Screencast short 009 - OpenOffice Writer - Text linksbündig",39,2010-10-24T20:49:06+00:00,Array,0,0,0,0
0,1,19,0,0,0,/videos/27588074,"Ubuntu - Dateien richtig loeschen",179,2011-08-11T16:44:26+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/27542846,"LibreOffice - Dokument automatisch speichern",108,2011-08-10T17:18:42+00:00,Array,0,0,0,0
0,0,21,0,0,0,/videos/16147595,"Screencast short 007 - OpenOffice Writer - Text durchstreichen",51,2010-10-24T19:40:53+00:00,Array,0,0,0,0
0,1,14,0,0,0,/videos/27380584,"Python-Programmierung - Substitution von Zeichenketten",280,2011-08-06T20:26:07+00:00,Array,0,0,0,0
0,0,4,0,0,0,/videos/27348466,"Gnome3 - Terminal mit Tastenkuerzel starten",112,2011-08-05T19:25:09+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/27305340,"LibreOffice - Dokument mit einem Passwort schuetzen",230,2011-08-04T19:32:06+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/27213343,"Fedora - Sicheres Loeschen einer Datei",208,2011-08-02T20:13:10+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/83659436,"Taskwarrior - wiederkehrende Aufgaben",300,2014-01-08T08:08:15+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/16145884,"Screencast short 005 - OpenOffice Writer - Text kursiv",44,2010-10-24T18:35:29+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/16145323,"Screencast short 004 - OpenOffice Writer - Text fett",58,2010-10-24T18:11:29+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/83659397,"Tabellen von Webseiten kopieren",331,2014-01-08T08:07:34+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/83659363,"Fedora 19 - Demo",323,2014-01-08T08:07:01+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/82658034,"Python-Programmierung - Reguläre Ausdrücke - Match-Objekte und Gruppen",309,2013-12-25T06:33:29+00:00,Array,0,0,0,0
0,0,21,0,0,0,/videos/26730401,"Gnome3 - Erweiterungen",198,2011-07-21T17:40:58+00:00,Array,0,0,0,0
0,1,9,0,0,0,/videos/26688755,"Python-Programmierung - Slicing - Abkuerzen erlaubt",144,2011-07-20T19:18:57+00:00,Array,0,0,0,0
0,1,13,0,0,0,/videos/26510079,"Python-Programmierung - Slicing",199,2011-07-16T14:35:47+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/16140079,"Screencast 087 - gnome-terminal - den Hintergrund ändern",230,2010-10-24T14:06:16+00:00,Array,0,0,0,0
0,0,19,0,0,0,/videos/26438966,"Fedora - html in pdf umwandeln",285,2011-07-14T18:12:07+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/26380741,"AriOS 3.0 - Demo",393,2011-07-13T15:31:04+00:00,Array,0,0,0,0
0,1,13,0,0,0,/videos/26168383,"Python-Programmierung - weitere Listen-Methoden",186,2011-07-08T17:04:51+00:00,Array,0,0,0,0
0,0,24,0,0,0,/videos/26112769,"Fedora - Aktualisierungen installieren",126,2011-07-07T14:31:50+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/16118349,"Screencast glimpse 025 - Ubuntu 10.10 RC",296,2010-10-23T13:55:50+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/16039936,"Screencast glimpse 024 - Ubuntu 10.04 LTS RC",255,2010-10-20T21:58:50+00:00,Array,0,0,0,0
0,1,14,0,0,0,/videos/25873721,"Python-Programmierung - Listen-Index",220,2011-07-01T17:31:13+00:00,Array,0,0,0,219
0,0,7,0,0,0,/videos/25829076,"split - Dateien in gleichmaessige Portionen zerlegen",208,2011-06-30T18:16:38+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/16039529,"Screencast glimpse 023 - Ubuntu 9.10",332,2010-10-20T21:44:13+00:00,Array,0,0,0,0
0,0,34,0,0,0,/videos/25726584,"Gnome3 - ein Panel-Icon entfernen",175,2011-06-28T18:02:43+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/25408970,"Gnome3 - Rueckfall-Modus",175,2011-06-21T15:21:58+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/16037337,"Screencast glimpse 021 - Ubuntu 9.04",241,2010-10-20T20:38:52+00:00,Array,0,0,0,0
0,1,6,0,0,0,/videos/25090180,"Python-Programmierung - Listen",226,2011-06-14T16:46:59+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/25039272,"Gnome3 - ENTF-Taste aktivieren",179,2011-06-13T17:21:11+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/80029669,"Taskwarrior - Datum und Uhrzeit - relative und sprachliche Datumsformate",288,2013-11-22T00:26:25+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/24932282,"Gnome3 - Dash",431,2011-06-10T17:51:52+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/24838178,"Fedora 15",214,2011-06-08T18:27:36+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/16031899,"Screencast glimpse 018 - Kubuntu 8.10 Installation",372,2010-10-20T17:54:13+00:00,Array,0,0,0,0
0,1,7,0,0,0,/videos/23219179,"Python-Programmierung - while-Schleife",358,2011-05-03T17:11:17+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/16031388,"Screencast glimpse 017 - Kubuntu 8.10",300,2010-10-20T17:37:54+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/22953600,"Gnome3 - Tastenkombinationen",204,2011-04-27T17:43:48+00:00,Array,0,0,0,0
0,0,3,0,0,0,/videos/79595735,"PHP-Programmierung - Funktionen",209,2013-11-17T11:04:07+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/79581016,"PHP-Programmierung - POST-Variablen",190,2013-11-17T01:22:26+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/22809770,"Gnome3 - die Textgroesse einstellen",250,2011-04-24T18:43:17+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/22797394,"Gnome3 - Icons aktivieren",167,2011-04-24T10:07:52+00:00,Array,0,0,0,0
0,0,26,0,0,0,/videos/79529659,"redis - Lebensdauer von Schlüsseln",172,2013-11-15T23:32:18+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/22756599,"Screencasts mit Gnome3 erstellen",299,2011-04-22T20:24:41+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/15821581,"Screencast glimpse 015 - Mandriva Linux One 2009 KDE4",406,2010-10-13T22:22:56+00:00,Array,0,0,0,406
0,1,12,0,0,0,/videos/22521164,"Python-Programmierung - if-Anweisung",447,2011-04-17T18:34:45+00:00,Array,0,0,0,0
0,0,17,0,0,0,/videos/52078247,woof,284,2012-10-24T13:31:49+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/133454872,"Firefox OS - Zeit bis zum Abschalten des Bildschirms bestimmen",60,2015-07-14T14:31:16+00:00,Array,0,0,0,0
0,0,18,0,0,0,/videos/52075155,"python generatorfunktion uebung",193,2012-10-24T12:40:04+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/15812868,"Screencast glimpse 012 - OpenSolaris 2008.11 Installation",274,2010-10-13T17:54:41+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/52072538,"gnome3 usertheme",316,2012-10-24T11:48:51+00:00,Array,0,0,0,0
0,1,9,0,0,0,/videos/21845589,"Python-Programmierung - Mehr über Zeichenketten",556,2011-04-02T15:09:15+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/50927578,"Taskwarrior - Prioritäten",199,2012-10-07T14:48:39+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/15643736,"Screencast glimpse 010 - openSUSE 11.1 RC1 Installation",480,2010-10-07T21:36:50+00:00,Array,0,0,0,0
0,0,5,0,0,0,/videos/50890754,"Taskwarrior - Verändern von Aufgaben",105,2012-10-06T16:22:46+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/15633556,"Screencast glimpse 009 - openSUSE 11.1 RC1",283,2010-10-07T16:00:33+00:00,Array,0,0,0,0
0,1,13,0,0,0,/videos/21263554,"Python-Programmierung - For-Schleife",202,2011-03-20T17:48:32+00:00,Array,0,0,0,0
0,1,17,0,0,0,/videos/21174422,"photorec und recoverjpeg - gelöschte Dateien wiederherstellen",464,2011-03-17T22:00:53+00:00,Array,0,0,0,0
0,1,15,0,0,0,/videos/20984873,"Python-Programmierung - Richtig einrücken",181,2011-03-13T17:32:15+00:00,Array,0,0,0,0
0,0,20,0,0,0,/videos/20892654,"Kinfocenter - Informationen zur Hardware",116,2011-03-10T20:42:39+00:00,Array,0,0,0,0
0,1,12,0,0,0,/videos/20611850,"Python-Programmierung - Zeichenketten näher betrachtet",344,2011-03-03T18:26:08+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/15603921,"Screencast glimpse 006 - Ubuntu 8.10 RC (ohne Audio)",153,2010-10-06T17:48:55+00:00,Array,0,0,0,0
0,1,10,0,0,0,/videos/20218171,"Python-Programmierung - Zeichenketten",321,2011-02-21T22:03:34+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/15600408,"Screencast glimpse 005 - Fedora 8 (ohne Audio)",233,2010-10-06T15:58:06+00:00,Array,0,0,0,0
0,1,10,0,0,0,/videos/19873292,"Screencast 100 - Python-Programmierung - Das erste ""nützliche"" Programm",340,2011-02-12T20:40:05+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/15505519,"Screencast glimpse 004 - Ubuntu 7.10 beta (ohne Audio)",197,2010-10-03T17:14:48+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/46147566,"Gnome3 - gnome-tweak-tool im userMenu",453,2012-07-21T16:32:11+00:00,Array,0,0,0,0
0,0,19,0,0,0,/videos/19189473,"Screencast 097 - KRunner (Teil 2)",227,2011-01-25T23:09:41+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/46144669,"Python-Programmierung - Iteratoren",473,2012-07-21T15:01:13+00:00,Array,0,0,0,0
0,1,11,0,0,0,/videos/18821549,"Screencast 095 - Python-Programmierung - Die interaktive Shell",196,2011-01-15T18:49:49+00:00,Array,0,0,0,0
0,1,14,0,0,0,/videos/18759349,"per Knopfdruck den Terminalhintergrund ändern",278,2011-01-13T20:25:22+00:00,Array,0,0,0,0
0,1,10,0,0,0,/videos/18590031,"Screencast 094 - fold - die Zeilenbreite begrenzen",118,2011-01-09T16:49:19+00:00,Array,0,0,0,0
0,0,24,0,0,0,/videos/18308004,"Screencast glimpse 029 - Kazam Screencaster",348,2010-12-30T22:06:11+00:00,Array,0,0,0,0
0,0,19,0,0,0,/videos/15484436,"Screencast glimpse 001 - Ubuntu 7.04 Beta Feisty Fawn (ohne Audio)",390,2010-10-02T16:52:56+00:00,Array,0,0,0,0
0,0,14,0,0,0,/videos/18055625,"Screencast 093 - LibreOffice - die Statusleiste",292,2010-12-21T17:47:33+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/45409911,"popcorn.js - Bilder anzeigen",193,2012-07-08T22:56:50+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/17734888,"Screencast 091 - Ein Benutzerfoto auswählen",93,2010-12-12T18:43:26+00:00,Array,0,0,0,0
0,0,5,0,0,0,/videos/44612918,"Python-Programmierung - Fehlerbehandlung - Teil 2",317,2012-06-24T17:27:28+00:00,Array,0,0,0,0
0,1,11,0,0,0,/videos/17477612,"Screencast 090 - Zeilen nummerieren",209,2010-12-04T23:20:03+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/44065061,"bottle - redirect",108,2012-06-14T20:38:21+00:00,Array,0,0,0,0
0,0,22,0,0,0,/videos/13487948,"Linux - Rechenaufgaben lösen",386,2010-07-20T15:17:56+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/15399819,"Screencast 082 - wmctrl - Fenster per Kommando steuern",391,2010-09-29T17:41:26+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/16351434,"Screencast 088 - uniq - benachbarte identische Zeilen ausblenden",280,2010-10-30T22:37:12+00:00,Array,6,0,19,281
0,0,6,0,0,0,/videos/16325676,"Screencast short 048 - Gnome-Panel in den Ausgangszustand",91,2010-10-29T20:25:03+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/15390819,"Screencast 081 - OpenOffice.org - Writer - Schliessen",179,2010-09-29T12:40:42+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/15280060,"Screencast 080 - OpenOffice.org - Writer - Hilfe erhalten",139,2010-09-25T16:45:47+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/16324691,"Screencast short 045 - logname, whoami",56,2010-10-29T19:54:20+00:00,Array,0,0,0,0
0,0,27,0,0,0,/videos/16324482,"Screencast short 044 - free",70,2010-10-29T19:46:41+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/16324145,"Screencast short 043 - du",111,2010-10-29T19:36:57+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/16323730,"Screencast short 042 - df",107,2010-10-29T19:23:01+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/16323385,"Screencast short 041 - Gnome - Zugriffsrechte Unixart",51,2010-10-29T19:10:49+00:00,Array,0,0,0,0
0,0,14,0,0,0,/videos/16322914,"Screencast short 040 - Gnome - Werkzeugleistenstil",49,2010-10-29T18:54:55+00:00,Array,0,0,0,0
0,0,17,0,0,0,/videos/15232453,"Screencast 076 - OpenOffice.org - Writer - Gallery - Grafiken hinzufügen",150,2010-09-23T19:38:42+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/16321479,"Screencast short 038 - Gnome - Ordnerhintergrund",141,2010-10-29T18:08:49+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/16287479,"Screencast short 037 - Gnome - Menüsymbole abschalten",43,2010-10-28T18:04:35+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/16287221,"Screencast short 036 - Gnome - Menüschrift einstellen",37,2010-10-28T17:56:46+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/16286951,"Screencast short 035 - Gnome - Desktopschrift einstellen",40,2010-10-28T17:49:17+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/16286691,"Screencast short 034 - Gnome - Cursor einstellen",42,2010-10-28T17:41:50+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/16285992,"Screencast short 033 - Gnome - Browserleisten",61,2010-10-28T17:21:27+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/15202396,"Screencast 073 - OpenOffice.org - Writer - Was ist die Gallery",127,2010-09-22T20:30:31+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/16284404,"Screencast short 031 - Gnome - Browseradressleiste mit Eingabefeld",47,2010-10-28T16:31:32+00:00,Array,0,0,0,0
